,requests
1354,3156.65
1355,3800.773
1356,3897.1602
1357,4234.94
1358,3399.4468
1359,2956.415
1360,1803.2194
1361,1829.4274
1362,2322.9565
1363,3591.2388
1364,2560.1182
1365,3137.96
1366,3633.5269
1367,3755.2454
1368,3715.2178
1369,4353.502
1370,4238.493
1371,4235.0957
1372,4241.016
1373,4369.1343
1374,4451.205
1375,4729.9854
1376,4384.0283
1377,4511.727
1378,4315.227
1379,4377.2505
1380,4188.9624
1381,4523.0625
1382,4172.0664
1383,3887.812
1384,3497.002
1385,3838.8467
1386,3669.208
1387,3797.523
1388,3236.8916
1389,3527.4966
1390,3832.324
1391,3898.6533
1392,4131.949
1393,4296.803
1394,4329.7876
1395,4259.895
1396,4205.7915
1397,4074.5215
1398,4236.1367
1399,4434.0425
1400,4338.6787
1401,3654.9678
1402,3601.0942
1403,3543.5078
1404,3921.8848
1405,4139.4106
1406,4163.499
1407,3588.84
1408,3513.5
1409,4267.338
1410,3684.3618
1411,4364.6455
1412,3971.9092
1413,4101.8027
1414,4055.1196
1415,3973.7585
1416,4056.5034
1417,4264.2983
1418,4340.9033
1419,4723.7695
1420,4199.6504
1421,4401.1846
1422,4706.7207
1423,5176.12
1424,4973.5234
1425,4715.582
1426,4516.5854
1427,4592.8545
1428,4740.1055
1429,4713.1055
1430,4838.201
1431,4731.3135
1432,4575.1875
1433,4155.9995
1434,3792.537
1435,4203.038
1436,3975.304
1437,3990.0166
1438,4007.1873
1439,3951.411
1440,3668.8096
1441,4455.297
1442,3808.6475
1443,3864.7988
1444,4094.4077
1445,3894.6738
1446,4316.6196
1447,4417.914
1448,3982.6006
1449,3464.3691
1450,3129.613
1451,2477.0762
1452,1147.059
1453,2787.1084
1454,1.4723678
1455,1.4723678
1456,1.4723678
1457,1.4723678
1458,1.4723678
1459,3351.8633
1460,2869.7056
1461,3629.1543
1462,3558.0044
1463,3815.8052
1464,4357.336
1465,4896.095
1466,4806.943
1467,5005.8916
1468,5158.042
1469,5289.4854
1470,5437.585
1471,5629.7456
1472,4896.3447
1473,5020.823
1474,4867.212
1475,4643.8086
1476,4479.168
1477,4726.9927
1478,4612.4062
1479,4705.3315
1480,4838.9414
1481,5165.4785
1482,4856.5786
1483,4880.357
1484,4795.1685
1485,4572.194
1486,4524.704
1487,4389.4575
1488,4152.0684
1489,4024.625
1490,3272.1597
1491,3631.4128
1492,3962.7412
1493,4091.9165
1494,4214.2534
1495,4854.9453
1496,4434.9233
1497,4194.4463
1498,4051.7766
1499,4521.849
1500,4392.218
1501,5078.228
1502,5024.827
1503,4713.1587
1504,4363.1772
1505,3906.7285
1506,4665.7944
1507,4784.437
1508,4677.21
1509,4689.7295
1510,4725.1807
1511,4439.8267
1512,4258.01
1513,4565.3096
1514,4565.408
1515,4279.3633
1516,4643.493
1517,4500.5205
1518,4446.778
1519,4701.339
1520,4326.8047
1521,3618.8672
1522,4426.9795
1523,4104.862
1524,3872.977
1525,4319.755
1526,4614.6846
1527,4636.6973
1528,4193.182
1529,4042.332
1530,3730.733
1531,4759.7705
